,Step,Average reward
0,2011.0,0.075
1,4013.0,0.17916666666666664
2,6022.0,0.2666666666666667
3,8024.0,0.08333333333333333
4,10030.0,0.2625
5,12036.0,0.0
6,14042.0,0.17916666666666664
7,16050.0,0.15
8,18056.0,0.16666666666666666
9,20056.0,0.025
10,22101.0,0.05833333333333333
11,24110.0,0.1875
12,26119.0,0.09583333333333333
13,28123.0,0.11666666666666667
14,30170.0,0.08333333333333333
15,32171.0,0.10833333333333332
16,34183.0,0.2708333333333333
17,36185.0,0.09166666666666666
18,38210.0,0.16666666666666666
19,40210.0,0.08333333333333333
20,42211.0,0.17916666666666667
21,44211.0,0.12916666666666668
22,46226.0,0.2791666666666667
23,48234.0,0.1125
24,50251.0,0.09166666666666666
25,52253.0,0.2166666666666667
26,54260.0,0.17916666666666667
27,56290.0,0.15
28,58307.0,0.0625
29,60307.0,0.20833333333333331
30,62307.0,0.24166666666666664
31,64312.0,0.0375
32,66313.0,0.23333333333333334
33,68317.0,0.0375
34,70322.0,0.1875
35,72325.0,0.17083333333333334
36,74325.0,0.15416666666666665
37,76341.0,0.06666666666666667
38,78362.0,0.15
39,80374.0,0.1625
40,82381.0,0.09166666666666666
41,84382.0,0.09166666666666666
42,86382.0,0.025
43,88384.0,0.10833333333333332
44,90384.0,0.2625
45,92384.0,0.09583333333333333
46,94429.0,0.1
47,96430.0,0.125
48,98439.0,0.125
49,100443.0,0.25
50,102443.0,0.12083333333333332
51,104464.0,0.15416666666666667
52,106468.0,0.20416666666666666
53,108472.0,0.25833333333333336
54,110493.0,0.15416666666666667
55,112500.0,0.075
56,114500.0,0.0625
57,116503.0,0.1125
58,118516.0,0.16666666666666666
59,120518.0,0.10416666666666666
60,122524.0,0.125
61,124540.0,0.025
62,126543.0,0.08333333333333333
63,128546.0,0.1625
64,130558.0,0.15
65,132559.0,0.09166666666666666
66,134561.0,0.1625
67,136562.0,0.07083333333333333
68,138572.0,0.2375
69,140580.0,0.075
70,142580.0,0.08333333333333333
71,144585.0,0.14166666666666666
72,146585.0,0.11666666666666667
73,148599.0,0.19583333333333333
74,150604.0,0.16666666666666669
75,152661.0,0.16666666666666669
76,154662.0,0.0625
77,156669.0,0.08333333333333333
78,158682.0,0.025
79,160704.0,0.12083333333333332
80,162706.0,0.09166666666666666
81,164742.0,0.075
82,166748.0,0.05833333333333333
83,168751.0,0.2666666666666667
84,170756.0,0.08333333333333333
85,172763.0,0.14166666666666666
86,174769.0,0.0625
87,176777.0,0.2541666666666667
88,178779.0,0.08333333333333333
89,180779.0,0.0
90,182779.0,0.175
91,184784.0,0.15416666666666667
92,186789.0,0.04583333333333332
93,188790.0,0.14583333333333334
94,190792.0,0.0
95,192795.0,0.14583333333333331
96,194795.0,0.0375
97,196797.0,0.09166666666666666
98,198824.0,0.10416666666666666
99,200824.0,0.03333333333333333
100,202838.0,0.1375
101,204858.0,0.14583333333333331
102,206879.0,0.19166666666666665
103,208883.0,0.07916666666666666
104,210883.0,0.14166666666666666
105,212893.0,0.17083333333333334
106,214898.0,0.025
107,216899.0,0.18333333333333332
108,218900.0,0.029166666666666664
109,220903.0,0.1125
110,222911.0,0.10833333333333332
111,224919.0,0.10833333333333332
112,226929.0,0.09999999999999999
113,228954.0,0.05416666666666666
114,230963.0,0.09166666666666666
115,232963.0,0.17500000000000002
116,234977.0,0.15833333333333335
117,237002.0,0.0375
118,239014.0,0.12916666666666665
119,241016.0,0.225
120,243019.0,0.11666666666666665
121,245021.0,0.10416666666666666
122,247029.0,0.15
123,249036.0,0.05833333333333333
124,251038.0,0.15416666666666665
125,253043.0,0.21666666666666665
126,255060.0,0.1
127,257069.0,0.09583333333333333
128,259077.0,0.11666666666666665
129,261122.0,0.15
130,263127.0,0.20416666666666666
131,265144.0,0.1
132,267158.0,0.09166666666666666
133,269158.0,0.17916666666666667
134,271159.0,0.05416666666666666
135,273160.0,0.075
136,275167.0,0.041666666666666664
137,277174.0,0.11666666666666665
138,279187.0,0.075
139,281195.0,0.16666666666666669
140,283218.0,0.12916666666666665
141,285244.0,0.1875
142,287247.0,0.17916666666666667
143,289247.0,0.016666666666666666
144,291249.0,0.12916666666666668
145,293263.0,0.14166666666666666
146,295280.0,0.12083333333333332
147,297290.0,0.15000000000000002
148,299291.0,0.09166666666666666
149,301291.0,0.225
150,303296.0,0.14166666666666666
151,305301.0,0.12916666666666668
152,307324.0,0.10416666666666666
153,309329.0,0.07083333333333333
