,Step,Average reward
0,2008.0,0.13333333333333333
1,4008.0,0.09583333333333333
2,6017.0,0.35
3,8024.0,0.3333333333333333
4,10038.0,0.21666666666666665
5,12040.0,0.3238095238095238
6,14042.0,0.24166666666666664
7,16051.0,0.21666666666666665
8,18061.0,0.3416666666666667
9,20075.0,0.2
10,22083.0,0.225
11,24083.0,0.175
12,26092.0,0.3583333333333333
13,28099.0,0.36666666666666664
14,30107.0,0.3541666666666667
15,32108.0,0.35
16,34109.0,0.35833333333333334
17,36114.0,0.4416666666666666
18,38114.0,0.5
19,40115.0,0.2958333333333333
20,42118.0,0.32083333333333336
21,44119.0,0.2458333333333333
22,46128.0,0.35
23,48129.0,0.22499999999999995
24,50132.0,0.3125
25,52134.0,0.39166666666666666
26,54138.0,0.3458333333333333
27,56145.0,0.2166666666666667
28,58152.0,0.3041666666666667
29,60153.0,0.4875
30,62166.0,0.3808333333333333
31,64166.0,0.2916666666666667
32,66166.0,0.41666666666666663
33,68186.0,0.3283333333333333
34,70186.0,0.4458333333333333
35,72203.0,0.38333333333333336
36,74204.0,0.275
37,76214.0,0.39166666666666666
38,78228.0,0.325
39,80228.0,0.4
40,82243.0,0.2541666666666667
41,84245.0,0.3708333333333333
42,86246.0,0.3291666666666667
43,88246.0,0.29166666666666663
44,90249.0,0.3583333333333333
45,92249.0,0.5
46,94253.0,0.45
47,96254.0,0.3666666666666666
48,98254.0,0.5083333333333333
49,100256.0,0.2708333333333333
50,102256.0,0.10416666666666667
51,104257.0,0.35
52,106263.0,0.4208333333333333
53,108263.0,0.20833333333333331
54,110270.0,0.41833333333333333
55,112271.0,0.375
56,114275.0,0.29999999999999993
57,116285.0,0.2875
58,118286.0,0.32499999999999996
59,120286.0,0.37916666666666665
60,122292.0,0.2833333333333333
61,124294.0,0.3125
62,126299.0,0.32916666666666666
63,128300.0,0.22083333333333335
64,130302.0,0.4
65,132302.0,0.4208333333333334
66,134312.0,0.3958333333333333
67,136312.0,0.3333333333333333
68,138313.0,0.36249999999999993
69,140315.0,0.38749999999999996
70,142315.0,0.4541666666666666
71,144316.0,0.2791666666666667
72,146326.0,0.27083333333333337
73,148326.0,0.31666666666666665
74,150335.0,0.3291666666666666
75,152336.0,0.29999999999999993
76,154343.0,0.5083333333333333
77,156343.0,0.225
78,158345.0,0.37916666666666665
79,160348.0,0.32083333333333336
80,162351.0,0.36249999999999993
81,164352.0,0.25416666666666665
82,166352.0,0.3083333333333333
83,168352.0,0.39999999999999997
84,170354.0,0.35
85,172355.0,0.175
86,174383.0,0.5291666666666667
87,176383.0,0.32499999999999996
88,178385.0,0.32499999999999996
89,180387.0,0.2708333333333333
90,182388.0,0.2125
91,184400.0,0.41666666666666663
92,186401.0,0.3166666666666666
93,188413.0,0.26249999999999996
94,190423.0,0.4708333333333334
95,192424.0,0.425
96,194424.0,0.37083333333333335
97,196425.0,0.2833333333333333
98,198428.0,0.29999999999999993
99,200435.0,0.4083333333333333
100,202440.0,0.25416666666666665
101,204441.0,0.2875
102,206442.0,0.33333333333333337
103,208442.0,0.26666666666666666
104,210461.0,0.41666666666666663
105,212461.0,0.2791666666666667
106,214469.0,0.35833333333333334
